country,date,confirmed
Indonesia,3/23/2020,579
Indonesia,3/24/2020,686
Indonesia,3/25/2020,790
Indonesia,3/26/2020,893
Indonesia,3/27/2020,1046
Indonesia,3/28/2020,1155
Indonesia,3/29/2020,1285
Indonesia,3/30/2020,1414
Indonesia,3/31/2020,1528
Indonesia,4/1/2020,1677
Indonesia,4/2/2020,1790
Indonesia,4/3/2020,1986
Indonesia,4/4/2020,2092
Indonesia,4/5/2020,2273
Indonesia,4/6/2020,2491
Indonesia,4/7/2020,2738
Indonesia,4/8/2020,2956
Indonesia,4/9/2020,3293
Indonesia,4/10/2020,3512
Indonesia,4/11/2020,3842
Indonesia,4/12/2020,4241
Indonesia,4/13/2020,4557
Indonesia,4/14/2020,4839
Indonesia,4/15/2020,5136
Indonesia,4/16/2020,5516
Indonesia,4/17/2020,5923
Indonesia,4/18/2020,6248
Indonesia,4/19/2020,6575
Indonesia,4/20/2020,6760
Indonesia,4/21/2020,7135
Indonesia,4/22/2020,7418
Indonesia,4/23/2020,7775
Indonesia,4/24/2020,8211
Indonesia,4/25/2020,8607
Indonesia,4/26/2020,8882
Indonesia,4/27/2020,9096
Indonesia,4/28/2020,9511
Indonesia,4/29/2020,9771
Indonesia,4/30/2020,10118
Indonesia,5/1/2020,10551
Indonesia,5/2/2020,10843
Indonesia,5/3/2020,11192
Indonesia,5/4/2020,11587
Indonesia,5/5/2020,12071
Indonesia,5/6/2020,12438
Indonesia,5/7/2020,12776
Indonesia,5/8/2020,13112
Indonesia,5/9/2020,13645
Indonesia,5/10/2020,14032
Indonesia,5/11/2020,14265
Indonesia,5/12/2020,14749
Indonesia,5/13/2020,15438
Indonesia,5/14/2020,16006
Indonesia,5/15/2020,16496
Indonesia,5/16/2020,17025
Indonesia,5/17/2020,17514
Indonesia,5/18/2020,18010
Indonesia,5/19/2020,18496
Indonesia,5/20/2020,19189
Indonesia,5/21/2020,20162
Indonesia,5/22/2020,20796
Indonesia,5/23/2020,21745
Indonesia,5/24/2020,22271
Indonesia,5/25/2020,22750
Indonesia,5/26/2020,23165
Indonesia,5/27/2020,23851
Indonesia,5/28/2020,24538
Indonesia,5/29/2020,25216
Indonesia,5/30/2020,25773
Indonesia,5/31/2020,26473
Indonesia,6/1/2020,26940
Indonesia,6/2/2020,27549
Indonesia,6/3/2020,28233
Indonesia,6/4/2020,28818
Indonesia,6/5/2020,29521
Indonesia,6/6/2020,30514
Indonesia,6/7/2020,31186
Indonesia,6/8/2020,32033
Indonesia,6/9/2020,33076
Indonesia,6/10/2020,34316
Indonesia,6/11/2020,35295
Indonesia,6/12/2020,36406
Indonesia,6/13/2020,37420
Indonesia,6/14/2020,38277
Indonesia,6/15/2020,39294
Indonesia,6/16/2020,40400
Indonesia,6/17/2020,41431
Indonesia,6/18/2020,42762
Indonesia,6/19/2020,43803
Indonesia,6/20/2020,45029
Indonesia,6/21/2020,45891
Indonesia,6/22/2020,46845
Indonesia,6/23/2020,47896
Indonesia,6/24/2020,49009
Indonesia,6/25/2020,50187
Indonesia,6/26/2020,51427
Indonesia,6/27/2020,52812
Indonesia,6/28/2020,54010
Indonesia,6/29/2020,55092
Indonesia,6/30/2020,56385
Indonesia,7/1/2020,57770
Indonesia,7/2/2020,59394
Indonesia,7/3/2020,60695
Indonesia,7/4/2020,62142
Indonesia,7/5/2020,63749
Indonesia,7/6/2020,64958
Indonesia,7/7/2020,66226
Indonesia,7/8/2020,68079
Indonesia,7/9/2020,70736
Indonesia,7/10/2020,72347
Indonesia,7/11/2020,74018
Indonesia,7/12/2020,75699
Indonesia,7/13/2020,76981
Indonesia,7/14/2020,78572
Indonesia,7/15/2020,80094
Indonesia,7/16/2020,81668
Indonesia,7/17/2020,83130
Indonesia,7/18/2020,84882
Indonesia,7/19/2020,86521
Indonesia,7/20/2020,88214
Indonesia,7/21/2020,89869
Indonesia,7/22/2020,91751
Indonesia,7/23/2020,93657
Indonesia,7/24/2020,95418
Indonesia,7/25/2020,97286
Indonesia,7/26/2020,98778
Indonesia,7/27/2020,100303
Indonesia,7/28/2020,102051
Indonesia,7/29/2020,104432
Indonesia,7/30/2020,106336
Indonesia,7/31/2020,108376
Indonesia,8/1/2020,109936
Indonesia,8/2/2020,111455
Indonesia,8/3/2020,113134
Indonesia,8/4/2020,115056
Indonesia,8/5/2020,116871
Indonesia,8/6/2020,118753
Indonesia,8/7/2020,121226
Indonesia,8/8/2020,123503
Indonesia,8/9/2020,125396
Indonesia,8/10/2020,127083
Indonesia,8/11/2020,128776
Indonesia,8/12/2020,130718
Indonesia,8/13/2020,132816
Indonesia,8/14/2020,135123
Iran,1/22/2020,0
Iran,1/23/2020,0
Iran,1/24/2020,0
Iran,1/25/2020,0
Iran,1/26/2020,0
Iran,1/27/2020,0
Iran,1/28/2020,0
Iran,1/29/2020,0
Iran,1/30/2020,0
Iran,1/31/2020,0
Iran,2/1/2020,0
Iran,2/2/2020,0
Iran,2/3/2020,0
Iran,2/4/2020,0
Iran,2/5/2020,0
Iran,2/6/2020,0
Iran,2/7/2020,0
Iran,2/8/2020,0
Iran,2/9/2020,0
Iran,2/10/2020,0
Iran,2/11/2020,0
Iran,2/12/2020,0
Iran,2/13/2020,0
Iran,2/14/2020,0
Iran,2/15/2020,0
Iran,2/16/2020,0
Iran,2/17/2020,0
Iran,2/18/2020,0
Iran,2/19/2020,2
Iran,2/20/2020,5
Iran,2/21/2020,18
Iran,2/22/2020,28
Iran,2/23/2020,43
Iran,2/24/2020,61
Iran,2/25/2020,95
Iran,2/26/2020,139
Iran,2/27/2020,245
Iran,2/28/2020,388
Iran,2/29/2020,593
Iran,3/1/2020,978
Iran,3/2/2020,1501
Iran,3/3/2020,2336
Iran,3/4/2020,2922
Iran,3/5/2020,3513
Iran,3/6/2020,4747
Iran,3/7/2020,5823
Iran,3/8/2020,6566
Iran,3/9/2020,7161
Iran,3/10/2020,8042
Iran,3/11/2020,9000
Iran,3/12/2020,10075
Iran,3/13/2020,11364
Iran,3/14/2020,12729
Iran,3/15/2020,13938
Iran,3/16/2020,14991
Iran,3/17/2020,16169
Iran,3/18/2020,17361
Iran,3/19/2020,18407
Iran,3/20/2020,19644
Iran,3/21/2020,20610
Iran,3/22/2020,21638
Iran,3/23/2020,23049
Iran,3/24/2020,24811
Iran,3/25/2020,27017
Iran,3/26/2020,29406
Iran,3/27/2020,32332
Iran,3/28/2020,35408
Iran,3/29/2020,38309
Iran,3/30/2020,41495
Iran,3/31/2020,44605
Iran,4/1/2020,47593
Iran,4/2/2020,50468
Iran,4/3/2020,53183
Iran,4/4/2020,55743
Iran,4/5/2020,58226
Iran,4/6/2020,60500
Iran,4/7/2020,62589
Iran,4/8/2020,64586
Iran,4/9/2020,66220
Iran,4/10/2020,68192
Iran,4/11/2020,70029
Iran,4/12/2020,71686
Iran,4/13/2020,73303
Iran,4/14/2020,74877
Iran,4/15/2020,76389
Iran,4/16/2020,77995
Iran,4/17/2020,79494
Iran,4/18/2020,80868
Iran,4/19/2020,82211
Iran,4/20/2020,83505
Iran,4/21/2020,84802
Iran,4/22/2020,85996
Iran,4/23/2020,87026
Iran,4/24/2020,88194
Iran,4/25/2020,89328
Iran,4/26/2020,90481
Iran,4/27/2020,91472
Iran,4/28/2020,92584
Iran,4/29/2020,93657
Iran,4/30/2020,94640
Iran,5/1/2020,95646
Iran,5/2/2020,96448
Iran,5/3/2020,97424
Iran,5/4/2020,98647
Iran,5/5/2020,99970
Iran,5/6/2020,101650
Iran,5/7/2020,103135
Iran,5/8/2020,104691
Iran,5/9/2020,106220
Iran,5/10/2020,107603
Iran,5/11/2020,109286
Iran,5/12/2020,110767
Iran,5/13/2020,112725
Iran,5/14/2020,114533
Iran,5/15/2020,116635
Iran,5/16/2020,118392
Iran,5/17/2020,120198
Iran,5/18/2020,122492
Iran,5/19/2020,124603
Iran,5/20/2020,126949
Iran,5/21/2020,129341
Iran,5/22/2020,131652
Iran,5/23/2020,133521
Iran,5/24/2020,135701
Iran,5/25/2020,137724
Iran,5/26/2020,139511
Iran,5/27/2020,141591
Iran,5/28/2020,143849
Iran,5/29/2020,146668
Iran,5/30/2020,148950
Iran,5/31/2020,151466
Iran,6/1/2020,154445
Iran,6/2/2020,157562
Iran,6/3/2020,160696
Iran,6/4/2020,164270
Iran,6/5/2020,167156
Iran,6/6/2020,169425
Iran,6/7/2020,171789
Iran,6/8/2020,173832
Iran,6/9/2020,175927
Iran,6/10/2020,177938
Iran,6/11/2020,180156
Iran,6/12/2020,182525
Iran,6/13/2020,184955
Iran,6/14/2020,187427
Iran,6/15/2020,189876
Iran,6/16/2020,192439
Iran,6/17/2020,195051
Iran,6/18/2020,197647
Iran,6/19/2020,200262
Iran,6/20/2020,202584
Iran,6/21/2020,204952
Iran,6/22/2020,207525
Iran,6/23/2020,209970
Iran,6/24/2020,212501
Iran,6/25/2020,215096
Iran,6/26/2020,217724
Iran,6/27/2020,220180
Iran,6/28/2020,222669
Iran,6/29/2020,225205
Iran,6/30/2020,227662
Iran,7/1/2020,230211
Iran,7/2/2020,232863
Iran,7/3/2020,235429
Iran,7/4/2020,237878
Iran,7/5/2020,240438
Iran,7/6/2020,243051
Iran,7/7/2020,245688
Iran,7/8/2020,248379
Iran,7/9/2020,250458
Iran,7/10/2020,252720
Iran,7/11/2020,255117
Iran,7/12/2020,257303
Iran,7/13/2020,259652
Iran,7/14/2020,262173
Iran,7/15/2020,264561
Iran,7/16/2020,267061
Iran,7/17/2020,269440
Iran,7/18/2020,271606
Iran,7/19/2020,273788
Iran,7/20/2020,276202
Iran,7/21/2020,278827
Iran,7/22/2020,281413
Iran,7/23/2020,284034
Iran,7/24/2020,286523
Iran,7/25/2020,288839
Iran,7/26/2020,291172
Iran,7/27/2020,293606
Iran,7/28/2020,296273
Iran,7/29/2020,298909
Iran,7/30/2020,301530
Iran,7/31/2020,304204
Iran,8/1/2020,306752
Iran,8/2/2020,309437
Iran,8/3/2020,312035
Iran,8/4/2020,314786
Iran,8/5/2020,317483
Iran,8/6/2020,320117
Iran,8/7/2020,322567
Iran,8/8/2020,324692
Iran,8/9/2020,326712
Iran,8/10/2020,328844
Iran,8/11/2020,331189
Iran,8/12/2020,333699
Iran,8/13/2020,336324
Iran,8/14/2020,338825
Iraq,1/22/2020,0
Iraq,1/23/2020,0
Iraq,1/24/2020,0
Iraq,1/25/2020,0
Iraq,1/26/2020,0
Iraq,1/27/2020,0
Iraq,1/28/2020,0
Iraq,1/29/2020,0
Iraq,1/30/2020,0
Iraq,1/31/2020,0
Iraq,2/1/2020,0
Iraq,2/2/2020,0
Iraq,2/3/2020,0
Iraq,2/4/2020,0
Iraq,2/5/2020,0
Iraq,2/6/2020,0
Iraq,2/7/2020,0
Iraq,2/8/2020,0
Iraq,2/9/2020,0
Iraq,2/10/2020,0
Iraq,2/11/2020,0
Iraq,2/12/2020,0
Iraq,2/13/2020,0
Iraq,2/14/2020,0
Iraq,2/15/2020,0
Iraq,2/16/2020,0
Iraq,2/17/2020,0
Iraq,2/18/2020,0
Iraq,2/19/2020,0
Iraq,2/20/2020,0
Iraq,2/21/2020,0
Iraq,2/22/2020,0
Iraq,2/23/2020,0
Iraq,2/24/2020,1
Iraq,2/25/2020,1
Iraq,2/26/2020,5
Iraq,2/27/2020,7
Iraq,2/28/2020,7
Iraq,2/29/2020,13
Iraq,3/1/2020,19
Iraq,3/2/2020,26
Iraq,3/3/2020,32
Iraq,3/4/2020,35
Iraq,3/5/2020,35
Iraq,3/6/2020,40
Iraq,3/7/2020,54
Iraq,3/8/2020,60
Iraq,3/9/2020,60
Iraq,3/10/2020,71
Iraq,3/11/2020,71
Iraq,3/12/2020,71
Iraq,3/13/2020,101
Iraq,3/14/2020,110
Iraq,3/15/2020,116
Iraq,3/16/2020,124
Iraq,3/17/2020,154
Iraq,3/18/2020,164
Iraq,3/19/2020,192
Iraq,3/20/2020,208
Iraq,3/21/2020,214
Iraq,3/22/2020,233
Iraq,3/23/2020,266
Iraq,3/24/2020,316
Iraq,3/25/2020,346
Iraq,3/26/2020,382
Iraq,3/27/2020,458
Iraq,3/28/2020,506
Iraq,3/29/2020,547
Iraq,3/30/2020,630
Iraq,3/31/2020,694
Iraq,4/1/2020,728
Iraq,4/2/2020,772
Iraq,4/3/2020,820
Iraq,4/4/2020,878
Iraq,4/5/2020,961
Iraq,4/6/2020,1031
Iraq,4/7/2020,1122
Iraq,4/8/2020,1202
Iraq,4/9/2020,1232
Iraq,4/10/2020,1279
Iraq,4/11/2020,1318
Iraq,4/12/2020,1352
Iraq,4/13/2020,1378
Iraq,4/14/2020,1400
Iraq,4/15/2020,1415
Iraq,4/16/2020,1434
Iraq,4/17/2020,1482
Iraq,4/18/2020,1513
Iraq,4/19/2020,1539
Iraq,4/20/2020,1574
Iraq,4/21/2020,1602
Iraq,4/22/2020,1631
Iraq,4/23/2020,1677
Iraq,4/24/2020,1708
Iraq,4/25/2020,1763
Iraq,4/26/2020,1820
Iraq,4/27/2020,1847
Iraq,4/28/2020,1928
Iraq,4/29/2020,2003
Iraq,4/30/2020,2085
Iraq,5/1/2020,2153
Iraq,5/2/2020,2219
Iraq,5/3/2020,2296
Iraq,5/4/2020,2346
Iraq,5/5/2020,2431
Iraq,5/6/2020,2480
Iraq,5/7/2020,2543
Iraq,5/8/2020,2603
Iraq,5/9/2020,2679
Iraq,5/10/2020,2767
Iraq,5/11/2020,2818
Iraq,5/12/2020,2913
Iraq,5/13/2020,3032
Iraq,5/14/2020,3143
Iraq,5/15/2020,3193
Iraq,5/16/2020,3260
Iraq,5/17/2020,3404
Iraq,5/18/2020,3554
Iraq,5/19/2020,3611
Iraq,5/20/2020,3724
Iraq,5/21/2020,3877
Iraq,5/22/2020,3964
Iraq,5/23/2020,4272
Iraq,5/24/2020,4469
Iraq,5/25/2020,4632
Iraq,5/26/2020,4848
Iraq,5/27/2020,5135
Iraq,5/28/2020,5457
Iraq,5/29/2020,5873
Iraq,5/30/2020,6179
Iraq,5/31/2020,6439
Iraq,6/1/2020,6868
Iraq,6/2/2020,7387
Iraq,6/3/2020,8168
Iraq,6/4/2020,8840
Iraq,6/5/2020,9846
Iraq,6/6/2020,11098
Iraq,6/7/2020,12366
Iraq,6/8/2020,13481
Iraq,6/9/2020,14268
Iraq,6/10/2020,15414
Iraq,6/11/2020,16675
Iraq,6/12/2020,17770
Iraq,6/13/2020,18950
Iraq,6/14/2020,20209
Iraq,6/15/2020,21315
Iraq,6/16/2020,22700
Iraq,6/17/2020,24254
Iraq,6/18/2020,25717
Iraq,6/19/2020,27352
Iraq,6/20/2020,29222
Iraq,6/21/2020,30868
Iraq,6/22/2020,32676
Iraq,6/23/2020,34502
Iraq,6/24/2020,36702
Iraq,6/25/2020,39139
Iraq,6/26/2020,41193
Iraq,6/27/2020,43262
Iraq,6/28/2020,45402
Iraq,6/29/2020,47151
Iraq,6/30/2020,49109
Iraq,7/1/2020,51524
Iraq,7/2/2020,53708
Iraq,7/3/2020,56020
Iraq,7/4/2020,58354
Iraq,7/5/2020,60479
Iraq,7/6/2020,62275
Iraq,7/7/2020,64701
Iraq,7/8/2020,67442
Iraq,7/9/2020,69612
Iraq,7/10/2020,72460
Iraq,7/11/2020,75194
Iraq,7/12/2020,77506
Iraq,7/13/2020,79735
Iraq,7/14/2020,81757
Iraq,7/15/2020,83867
Iraq,7/16/2020,86148
Iraq,7/17/2020,88171
Iraq,7/18/2020,90220
Iraq,7/19/2020,92530
Iraq,7/20/2020,94693
Iraq,7/21/2020,97159
Iraq,7/22/2020,99865
Iraq,7/23/2020,102226
Iraq,7/24/2020,104711
Iraq,7/25/2020,107573
Iraq,7/26/2020,110032
Iraq,7/27/2020,112585
Iraq,7/28/2020,115332
Iraq,7/29/2020,118300
Iraq,7/30/2020,121263
Iraq,7/31/2020,124609
Iraq,8/1/2020,126704
Iraq,8/2/2020,129151
Iraq,8/3/2020,131886
Iraq,8/4/2020,134722
Iraq,8/5/2020,137556
Iraq,8/6/2020,140603
Iraq,8/7/2020,144064
Iraq,8/8/2020,147389
Iraq,8/9/2020,150115
Iraq,8/10/2020,153599
Iraq,8/11/2020,156995
Iraq,8/12/2020,160436
Iraq,8/13/2020,164277
Iraq,8/14/2020,168290
Ireland,1/22/2020,0
Ireland,1/23/2020,0
Ireland,1/24/2020,0
Ireland,1/25/2020,0
Ireland,1/26/2020,0
Ireland,1/27/2020,0
Ireland,1/28/2020,0
Ireland,1/29/2020,0
Ireland,1/30/2020,0
Ireland,1/31/2020,0
Ireland,2/1/2020,0
Ireland,2/2/2020,0
Ireland,2/3/2020,0
Ireland,2/4/2020,0
Ireland,2/5/2020,0
Ireland,2/6/2020,0
Ireland,2/7/2020,0
Ireland,2/8/2020,0
Ireland,2/9/2020,0
Ireland,2/10/2020,0
Ireland,2/11/2020,0
Ireland,2/12/2020,0
Ireland,2/13/2020,0
Ireland,2/14/2020,0
Ireland,2/15/2020,0
Ireland,2/16/2020,0
Ireland,2/17/2020,0
Ireland,2/18/2020,0
Ireland,2/19/2020,0
Ireland,2/20/2020,0
Ireland,2/21/2020,0
Ireland,2/22/2020,0
Ireland,2/23/2020,0
Ireland,2/24/2020,0
Ireland,2/25/2020,0
Ireland,2/26/2020,0
Ireland,2/27/2020,0
Ireland,2/28/2020,0
Ireland,2/29/2020,1
Ireland,3/1/2020,1
Ireland,3/2/2020,1
Ireland,3/3/2020,2
Ireland,3/4/2020,6
Ireland,3/5/2020,6
Ireland,3/6/2020,18
Ireland,3/7/2020,18
Ireland,3/8/2020,19
Ireland,3/9/2020,21
Ireland,3/10/2020,34
Ireland,3/11/2020,43
Ireland,3/12/2020,43
Ireland,3/13/2020,90
Ireland,3/14/2020,129
Ireland,3/15/2020,129
Ireland,3/16/2020,169
Ireland,3/17/2020,223
Ireland,3/18/2020,292
Ireland,3/19/2020,557
Ireland,3/20/2020,683
Ireland,3/21/2020,785
Ireland,3/22/2020,906
Ireland,3/23/2020,1125
Ireland,3/24/2020,1329
Ireland,3/25/2020,1564
Ireland,3/26/2020,1819
Ireland,3/27/2020,2121
Ireland,3/28/2020,2415
Ireland,3/29/2020,2615
Ireland,3/30/2020,2910
Ireland,3/31/2020,3235
Ireland,4/1/2020,3447
Ireland,4/2/2020,3849
Ireland,4/3/2020,4273
Ireland,4/4/2020,4604
Ireland,4/5/2020,4994
Ireland,4/6/2020,5364
Ireland,4/7/2020,5709
Ireland,4/8/2020,6074
Ireland,4/9/2020,6574
Ireland,4/10/2020,8089
Ireland,4/11/2020,8928
Ireland,4/12/2020,9655
Ireland,4/13/2020,10647
Ireland,4/14/2020,11479
Ireland,4/15/2020,12547
Ireland,4/16/2020,13271
Ireland,4/17/2020,13980
Ireland,4/18/2020,14758
Ireland,4/19/2020,15251
Ireland,4/20/2020,15652
Ireland,4/21/2020,16040
Ireland,4/22/2020,16671
Ireland,4/23/2020,17607
Ireland,4/24/2020,18184
Ireland,4/25/2020,18561
Ireland,4/26/2020,19262
Ireland,4/27/2020,19648
Ireland,4/28/2020,19877
Ireland,4/29/2020,20253
Ireland,4/30/2020,20612
Ireland,5/1/2020,20833
Ireland,5/2/2020,21176
Ireland,5/3/2020,21506
Ireland,5/4/2020,21772
Ireland,5/5/2020,21983
Ireland,5/6/2020,22248
Ireland,5/7/2020,22385
Ireland,5/8/2020,22541
Ireland,5/9/2020,22760
Ireland,5/10/2020,22996
Ireland,5/11/2020,23135
Ireland,5/12/2020,23242
Ireland,5/13/2020,23401
Ireland,5/14/2020,23827
Ireland,5/15/2020,23956
Ireland,5/16/2020,24048
Ireland,5/17/2020,24112
Ireland,5/18/2020,24200
Ireland,5/19/2020,24251
Ireland,5/20/2020,24315
Ireland,5/21/2020,24391
Ireland,5/22/2020,24506
Ireland,5/23/2020,24582
Ireland,5/24/2020,24639
Ireland,5/25/2020,24698
Ireland,5/26/2020,24735
Ireland,5/27/2020,24803
Ireland,5/28/2020,24841
Ireland,5/29/2020,24876
Ireland,5/30/2020,24929
Ireland,5/31/2020,24990
Ireland,6/1/2020,25062
Ireland,6/2/2020,25066
Ireland,6/3/2020,25111
Ireland,6/4/2020,25142
Ireland,6/5/2020,25163
Ireland,6/6/2020,25183
Ireland,6/7/2020,25201
Ireland,6/8/2020,25207
Ireland,6/9/2020,25215
Ireland,6/10/2020,25231
Ireland,6/11/2020,25238
Ireland,6/12/2020,25250
Ireland,6/13/2020,25295
Ireland,6/14/2020,25303
Ireland,6/15/2020,25321
Ireland,6/16/2020,25334
Ireland,6/17/2020,25341
Ireland,6/18/2020,25355
Ireland,6/19/2020,25368
Ireland,6/20/2020,25374
Ireland,6/21/2020,25379
Ireland,6/22/2020,25383
Ireland,6/23/2020,25391
Ireland,6/24/2020,25396
Ireland,6/25/2020,25405
Ireland,6/26/2020,25414
Ireland,6/27/2020,25437
Ireland,6/28/2020,25439
Ireland,6/29/2020,25462
Ireland,6/30/2020,25473
Ireland,7/1/2020,25477
Ireland,7/2/2020,25489
Ireland,7/3/2020,25498
Ireland,7/4/2020,25509
Ireland,7/5/2020,25527
Ireland,7/6/2020,25531
Ireland,7/7/2020,25538
Ireland,7/8/2020,25542
Ireland,7/9/2020,25565
Ireland,7/10/2020,25589
Ireland,7/11/2020,25611
Ireland,7/12/2020,25628
Ireland,7/13/2020,25638
Ireland,7/14/2020,25670
Ireland,7/15/2020,25683
Ireland,7/16/2020,25698
Ireland,7/17/2020,25730
Ireland,7/18/2020,25750
Ireland,7/19/2020,25760
Ireland,7/20/2020,25766
Ireland,7/21/2020,25802
Ireland,7/22/2020,25819
Ireland,7/23/2020,25826
Ireland,7/24/2020,25845
Ireland,7/25/2020,25869
Ireland,7/26/2020,25881
Ireland,7/27/2020,25892
Ireland,7/28/2020,25929
Ireland,7/29/2020,25942
Ireland,7/30/2020,26027
Ireland,7/31/2020,26065
Ireland,8/1/2020,26109
Ireland,8/2/2020,26162
Ireland,8/3/2020,26208
Ireland,8/4/2020,26253
Ireland,8/5/2020,26303
Ireland,8/6/2020,26372
Ireland,8/7/2020,26470
Ireland,8/8/2020,26644
Ireland,8/9/2020,26712
Ireland,8/10/2020,26768
Ireland,8/11/2020,26801
Ireland,8/12/2020,26838
Ireland,8/13/2020,26929
Ireland,8/14/2020,26995
Israel,1/22/2020,0
Israel,1/23/2020,0
Israel,1/24/2020,0
Israel,1/25/2020,0
Israel,1/26/2020,0
Israel,1/27/2020,0
Israel,1/28/2020,0
Israel,1/29/2020,0
Israel,1/30/2020,0
Israel,1/31/2020,0
Israel,2/1/2020,0
Israel,2/2/2020,0
Israel,2/3/2020,0
Israel,2/4/2020,0
Israel,2/5/2020,0
Israel,2/6/2020,0
Israel,2/7/2020,0
Israel,2/8/2020,0
Israel,2/9/2020,0
Israel,2/10/2020,0
Israel,2/11/2020,0
Israel,2/12/2020,0
Israel,2/13/2020,0
Israel,2/14/2020,0
Israel,2/15/2020,0
Israel,2/16/2020,0
Israel,2/17/2020,0
Israel,2/18/2020,0
Israel,2/19/2020,0
Israel,2/20/2020,0
Israel,2/21/2020,1
Israel,2/22/2020,1
Israel,2/23/2020,1
Israel,2/24/2020,1
Israel,2/25/2020,1
Israel,2/26/2020,2
Israel,2/27/2020,3
Israel,2/28/2020,4
Israel,2/29/2020,7
Israel,3/1/2020,10
Israel,3/2/2020,10
Israel,3/3/2020,12
Israel,3/4/2020,15
Israel,3/5/2020,20
Israel,3/6/2020,37
Israel,3/7/2020,43
Israel,3/8/2020,61
Israel,3/9/2020,61
Israel,3/10/2020,75
Israel,3/11/2020,79
Israel,3/12/2020,100
Israel,3/13/2020,126
Israel,3/14/2020,155
Israel,3/15/2020,213
Israel,3/16/2020,218
Israel,3/17/2020,250
Israel,3/18/2020,304
Israel,3/19/2020,427
Israel,3/20/2020,529
Israel,3/21/2020,712
Israel,3/22/2020,883
Israel,3/23/2020,1071
Israel,3/24/2020,1238
Israel,3/25/2020,2369
Israel,3/26/2020,2693
Israel,3/27/2020,3035
Israel,3/28/2020,3619
Israel,3/29/2020,4247
Israel,3/30/2020,4695
Israel,3/31/2020,5358
Israel,4/1/2020,6092
Israel,4/2/2020,6857
Israel,4/3/2020,7428
Israel,4/4/2020,7851
Israel,4/5/2020,8430
Israel,4/6/2020,8904
Israel,4/7/2020,9248
Israel,4/8/2020,9404
Israel,4/9/2020,9968
Israel,4/10/2020,10408
Israel,4/11/2020,10743
Israel,4/12/2020,11145
Israel,4/13/2020,11586
Israel,4/14/2020,12046
Israel,4/15/2020,12501
Israel,4/16/2020,12758
Israel,4/17/2020,12982
Israel,4/18/2020,13265
Israel,4/19/2020,13491
Israel,4/20/2020,13713
Israel,4/21/2020,13942
Israel,4/22/2020,14498
Israel,4/23/2020,14803
Israel,4/24/2020,15058
Israel,4/25/2020,15298
Israel,4/26/2020,15443
Israel,4/27/2020,15555
Israel,4/28/2020,15728
Israel,4/29/2020,15834
Israel,4/30/2020,15946
Israel,5/1/2020,16101
Israel,5/2/2020,16185
Israel,5/3/2020,16208
Israel,5/4/2020,16246
Israel,5/5/2020,16289
Israel,5/6/2020,16310
Israel,5/7/2020,16381
Israel,5/8/2020,16436
Israel,5/9/2020,16454
Israel,5/10/2020,16477
Israel,5/11/2020,16506
Israel,5/12/2020,16529
Israel,5/13/2020,16548
Israel,5/14/2020,16579
Israel,5/15/2020,16589
Israel,5/16/2020,16608
Israel,5/17/2020,16617
Israel,5/18/2020,16643
Israel,5/19/2020,16659
Israel,5/20/2020,16667
Israel,5/21/2020,16683
Israel,5/22/2020,16690
Israel,5/23/2020,16712
Israel,5/24/2020,16717
Israel,5/25/2020,16734
Israel,5/26/2020,16757
Israel,5/27/2020,16793
Israel,5/28/2020,16872
Israel,5/29/2020,16987
Israel,5/30/2020,17012
Israel,5/31/2020,17071
Israel,6/1/2020,17169
Israel,6/2/2020,17285
Israel,6/3/2020,17377
Israel,6/4/2020,17495
Israel,6/5/2020,17562
Israel,6/6/2020,17752
Israel,6/7/2020,17863
Israel,6/8/2020,18032
Israel,6/9/2020,18180
Israel,6/10/2020,18355
Israel,6/11/2020,18569
Israel,6/12/2020,18795
Israel,6/13/2020,18972
Israel,6/14/2020,19055
Israel,6/15/2020,19237
Israel,6/16/2020,19495
Israel,6/17/2020,19783
Israel,6/18/2020,20036
Israel,6/19/2020,20339
Israel,6/20/2020,20633
Israel,6/21/2020,20778
Israel,6/22/2020,21082
Israel,6/23/2020,21512
Israel,6/24/2020,22044
Israel,6/25/2020,22400
Israel,6/26/2020,22800
Israel,6/27/2020,23421
Israel,6/28/2020,23755
Israel,6/29/2020,24441
Israel,6/30/2020,25244
Israel,7/1/2020,26257
Israel,7/2/2020,27047
Israel,7/3/2020,28055
Israel,7/4/2020,29170
Israel,7/5/2020,29958
Israel,7/6/2020,30749
Israel,7/7/2020,32222
Israel,7/8/2020,33557
Israel,7/9/2020,34825
Israel,7/10/2020,36266
Israel,7/11/2020,37464
Israel,7/12/2020,38670
Israel,7/13/2020,40632
Israel,7/14/2020,42360
Israel,7/15/2020,44188
Israel,7/16/2020,46059
Israel,7/17/2020,47459
Israel,7/18/2020,49365
Israel,7/19/2020,50289
Israel,7/20/2020,52003
Israel,7/21/2020,54042
Israel,7/22/2020,56085
Israel,7/23/2020,57982
Israel,7/24/2020,59475
Israel,7/25/2020,60678
Israel,7/26/2020,61956
Israel,7/27/2020,63985
Israel,7/28/2020,66293
Israel,7/29/2020,68299
Israel,7/30/2020,70036
Israel,7/31/2020,70970
Israel,8/1/2020,72218
Israel,8/2/2020,72815
Israel,8/3/2020,74430
Israel,8/4/2020,76198
Israel,8/5/2020,77919
Israel,8/6/2020,79559
Israel,8/7/2020,80991
Israel,8/8/2020,82324
Israel,8/9/2020,83002
Israel,8/10/2020,84722
Israel,8/11/2020,86593
